Country;Code;Series Name;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Australia;AUS;Tax revenue (% of GDP);24.2582650629738;24.7545497178645;24.51177238554;24.0393453581788;24.2076958094452;22.0210061350471;20.4770691998733;20.3212065546776;21.0974832961545;21.9418580827282;21.8929233385114;21.86642359083;22.2617991290803;22.0887154437534;23.1772030568254;23.3757529325009;22.5575154262979;23.0272760652611;23.598664678571;..
Australia;AUS;Rule of Law: Percentile Rank;95.6730804443359;95.2153091430664;94.2583694458008;94.2583694458008;95.1923065185547;94.7867279052734;94.7867279052734;95.7746505737305;95.7746505737305;95.7746505737305;96.1538467407227;94.7619018554688;94.7619018554688;93.3333358764648;92.8571395874023;93.3333358764648;91.9047622680664;92.3809509277344;91.0377349853516;..
Brazil;BRA;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;55.86;..;..;68.12;..;..;70.04;..;..;..;84.04;..;..
Brazil;BRA;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;51.02;..;..;64.77;..;..;67.51;..;..;..;80.87;..;..
Brazil;BRA;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;61.99;..;..;73.02;..;..;77.23;..;..;..;85.62;..;..
Brazil;BRA;Mobile cellular subscriptions (per 100 people);35.51552318;46.15180215;52.91720162;63.4135915;78.18528647;87.07984742;100.293596;118.2517092;124.1756934;134.3929329;137.9776265;125.6477067;117.9869738;106.1217992;99.64002652;95.38505233;96.54706819;102.48887;98.89102076;..
Brazil;BRA;Fixed broadband subscriptions (per 100 people);1.709306561;1.731181024;2.524621217;3.988611918;5.198937842;6.030301698;7.181379794;8.998170308;9.560888752;10.58915719;11.78039577;12.41907545;12.98503036;13.86435459;14.86106983;15.53808236;17.04751411;19.43646112;20.97482574;..
Brazil;BRA;Government Effectiveness: Percentile Rank;53.7313423156738;50.4901962280273;40.9756088256836;45.6310691833496;51.4563102722168;51.1961708068848;53.5885162353516;49.2891006469727;50.2369651794434;51.1848335266113;47.1153831481934;45.7142868041992;43.8095245361328;40;33.3333320617676;41.9047622680664;34.761905670166;33.8095245361328;30.6603775024414;..
Brazil;BRA;Trade (% of GDP);29.6782524787535;27.0867952147935;26.0416998853051;25.2926113736798;27.2575694196952;22.1059756017065;22.7721781120049;23.9344051776102;25.1142736128073;25.7859573255328;24.6854058183204;26.9536259360114;24.5336820804399;24.3197343746749;28.8762033745466;28.8902578692948;32.3020785410844;38.1814286414225;39.3399913689093;..
Brazil;BRA;Tax revenue (% of GDP);..;..;..;..;..;..;14.2495759565686;14.8512987831907;14.332411090207;14.1253057430265;13.4900745188201;13.6296293654077;13.7104309816062;13.605228515206;13.9401079935106;13.7376948362641;12.7193878571982;14.3168482071886;14.9699486002831;..
Brazil;BRA;Rule of Law: Percentile Rank;41.3461532592773;38.7559814453125;43.0622024536133;42.1052627563477;46.6346168518066;51.1848335266113;55.4502372741699;56.8075103759766;52.582160949707;52.582160949707;57.6923065185547;50.476188659668;46.6666679382324;42.8571434020996;42.8571434020996;46.6666679382324;46.1904754638672;41.9047622680664;43.3962249755859;..
China;CHN;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;63.82;..;..;78.93;..;..;79.53;..;..;..;88.71;..;..
China;CHN;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;60.01;..;..;76.36;..;..;75.66;..;..;..;87.34;..;..
China;CHN;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;63.28;..;..;79.75;..;..;78.52;..;..;..;88.91;..;..
China;CHN;Mobile cellular subscriptions (per 100 people);25.81891467;30.14865123;35.11253649;41.41509824;48.20785124;55.79864972;63.71521287;72.67381064;81.38349829;89.31856151;92.84598562;92.70071605;97.36386675;104.2265872;116.3882038;122.8132903;120.5961882;121.5382526;124.8775379;..
China;CHN;Fixed broadband subscriptions (per 100 people);1.923142244;2.862315581;3.872783507;5.025602377;6.230720712;7.764618971;9.370850682;11.53102359;12.81926115;13.72785101;14.47332482;19.87823271;23.01158248;27.95126713;28.74820248;31.59788772;33.93497044;37.5755001;41.35308483;..
China;CHN;Government Effectiveness: Percentile Rank;53.233829498291;51.470588684082;56.5853652954102;58.2524261474609;59.2233009338379;58.3732070922852;58.8516731262207;58.7677726745605;56.8720397949219;55.9241714477539;66.8269195556641;67.1428604125977;66.6666641235352;67.6190490722656;68.5714263916016;70.9523773193359;73.3333358764648;75.7142868041992;68.3962249755859;..
China;CHN;Trade (% of GDP);59.5055242232224;62.2078928654034;64.478883902799;62.1933634762691;57.6127153430549;45.1848703778803;50.7170776614801;50.7409045861059;48.2675223678707;46.7443755762646;44.9052159549395;39.4641693350994;36.8944150168747;37.6324132403061;37.5657841023411;35.8900960338084;34.7542956997053;37.3019908659852;38.1438180344238;..
China;CHN;Tax revenue (% of GDP);..;8.56924385774185;9.05725398260403;9.7714060646018;10.1014265265686;10.3094417361443;10.2120486087439;10.3127948891895;10.2567686829207;9.90773258311224;9.67861882705685;9.37692044712045;9.12291556062493;9.41931765253305;9.0526857315335;8.4928637699159;8.09062621607631;7.96512804614377;..;..
China;CHN;Rule of Law: Percentile Rank;35.5769233703613;32.0574150085449;28.7081336975098;34.4497604370117;37.980770111084;41.2322273254395;38.8625602722168;40.8450698852539;35.6807518005371;37.5586853027344;40.3846168518066;40.9523811340332;41.4285697937012;45.238094329834;48.5714302062988;44.761905670166;51.4285697937012;52.8571434020996;52.8301887512207;..
France;FRA;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;96.98;..;..;96.58;..;..;94;..;..;..;99.24;..;..
France;FRA;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;96.57;..;..;95.47;..;..;91.29;..;..;..;100;..;..
France;FRA;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;98.97;..;..;99.1;..;..;97.91;..;..;..;99.24;..;..
France;FRA;Mobile cellular subscriptions (per 100 people);74.1060681;79.47105672;84.8042036;90.2635957;93.92587863;93.27577006;92.53807461;95.28593331;98.71349646;99.98234788;102.8881154;104.4996731;105.5973124;107.5983841;109.5588076;111.8637727;112.8271405;116.6934991;118.8472962;..
France;FRA;Fixed broadband subscriptions (per 100 people);10.91533106;15.65193766;20.86536007;25.68100481;28.88805658;31.97124533;34.16950589;36.23879391;38.02039263;39.37779919;40.83915122;42.10483821;43.2572199;44.40004025;45.27223455;46.21135306;47.49841009;48.79016809;49.40378446;..
France;FRA;Government Effectiveness: Percentile Rank;92.5373153686523;92.1568603515625;92.1951217651367;89.3203887939453;91.7475738525391;88.9952163696289;88.9952163696289;87.6777267456055;87.6777267456055;89.0995254516602;88.461540222168;88.0952377319336;89.0476226806641;87.1428604125977;89.523811340332;88.0952377319336;85.7142868041992;85.2380981445313;83.0188674926758;..
France;FRA;Trade (% of GDP);51.9250078784333;53.9807067764121;56.1034244496256;56.420756583014;57.3970828857949;50.462450850073;54.8677910818934;58.7905764224005;59.7020591687875;59.764055074913;60.4787965196196;61.7516939345861;61.1001423821095;62.9618472934066;64.437952596913;64.1414731902028;56.7821567740889;61.9523139995796;73.2498526008188;..
France;FRA;Tax revenue (% of GDP);22.1629571031778;22.2955368493775;22.5778088478701;22.1220175547039;22.0052399642638;20.7014276846679;21.9526594894273;21.8164964590897;22.5307400790117;23.2109178727076;23.1614153174882;23.197715462657;23.0648275010082;23.6293346543377;24.1708437248498;24.5146627776513;24.6384552461093;23.956384151347;..;..
France;FRA;Rule of Law: Percentile Rank;91.8269195556641;90.4306182861328;90.4306182861328;90.4306182861328;90.8653869628906;90.0473937988281;90.5213241577148;89.6713638305664;89.6713638305664;89.2018814086914;88.461540222168;87.6190490722656;87.6190490722656;88.5714263916016;88.0952377319336;88.5714263916016;87.1428604125977;87.1428604125977;85.3773574829102;..
Germany;DEU;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;98.13;..;..;98.76;..;..;99.14;..;..;..;99.98;..;..
Germany;DEU;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;98.7;..;..;99.44;..;..;99.2;..;..;..;100;..;..
Germany;DEU;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;98.46;..;..;99.5;..;..;99.51;..;..;..;99.97;..;..
Germany;DEU;Mobile cellular subscriptions (per 100 people);87.76291359;97.6097572;105.5115846;118.5370597;129.9265409;129.2138879;108.6995416;111.6386991;113.3108833;122.4697309;121.5873792;117.4073504;125.6749823;132.7695384;129.6794748;128.9265144;128.8867207;127.5648538;125.2251369;..
Germany;DEU;Fixed broadband subscriptions (per 100 people);8.613617048;13.28224608;18.44986813;24.32922911;27.96212766;30.72164787;32.16959243;33.47576172;34.28353216;35.06581019;36.12660944;37.41467284;38.69956236;40.22093892;41.19830421;42.32375682;43.46062981;44.21676463;44.98029341;..
Germany;DEU;Government Effectiveness: Percentile Rank;89.5522384643555;89.2156829833984;92.6829299926758;92.2330093383789;89.3203887939453;92.8229675292969;90.4306182861328;90.9952621459961;91.9431304931641;90.5213241577148;93.75;92.8571395874023;93.3333358764648;93.3333358764648;91.4285736083984;91.9047622680664;88.0952377319336;87.1428604125977;88.2075500488281;..
Germany;DEU;Trade (% of GDP);66.2261991054223;70.9187129366213;77.4497291495463;79.8744173951311;81.5248047312183;71.2287128996251;79.8686242395882;85.2061212670221;86.5140548790483;85.0788766962491;84.6200933924979;86.2462246132087;84.7696459674487;87.2372029530234;88.5198710425055;88.3183894580195;81.1473589268244;89.1610941409004;99.880339763878;..
Germany;DEU;Tax revenue (% of GDP);10.4262945741916;10.6568166026456;10.8516276183608;11.3340401272229;11.4723010889499;11.6149370535587;11.1902979254406;11.4813852299559;11.6229861108582;11.611503370267;11.4825632039024;11.4787289586211;11.2961202523973;11.419122418247;11.4569819786358;11.4057701109061;10.5675832101841;11.1765746589448;..;..
Germany;DEU;Rule of Law: Percentile Rank;93.75;94.2583694458008;95.2153091430664;95.2153091430664;94.2307662963867;92.890998840332;92.890998840332;92.0187759399414;92.0187759399414;92.0187759399414;93.75;93.3333358764648;91.9047622680664;91.4285736083984;91.4285736083984;92.3809509277344;90.9523773193359;91.4285736083984;91.9811325073242;..
India;IND;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;35.23;..;..;53.14;..;..;79.88;..;..;..;77.53;..;..
India;IND;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;26.49;..;..;43.13;..;..;76.64;..;..;..;77.55;..;..
India;IND;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;38.03;..;..;56.81;..;..;83.08;..;..;..;81.3;..;..
India;IND;Mobile cellular subscriptions (per 100 people);4.595760598;7.806770983;14.16357152;19.63701843;28.74616679;42.91212541;60.63048058;71.07565334;67.84853606;68.6455143;72.21351677;75.67324414;84.25058892;86.31708801;85.90350833;83.25286162;82.621059;81.98893361;80.64857717;..
India;IND;Fixed broadband subscriptions (per 100 people);0.020681803;0.116746475;0.196183165;0.263093347;0.437544353;0.63300554;0.885851954;1.061622299;1.175545571;1.156169104;1.204822495;1.280760374;1.393456269;1.318570445;1.32724296;1.385033049;1.643527039;1.957992894;2.363860722;..
India;IND;Government Effectiveness: Percentile Rank;50.7462692260742;52.4509811401367;53.1707305908203;57.7669906616211;56.7961158752441;56.4593315124512;56.9377975463867;56.8720397949219;50.7108993530273;48.8151664733887;45.1923065185547;55.7142868041992;55.7142868041992;55.238094329834;63.3333320617676;59.0476188659668;65.7142868041992;60.9523811340332;63.2075462341309;..
India;IND;Trade (% of GDP);37.5038140588585;42.001669615216;45.7244804989428;45.6862686790682;53.3682204388355;46.2728696432471;49.2552064972871;55.6238800133388;55.793721717249;53.8441319448815;48.9221857452396;41.9229138654037;40.0824857129295;40.7424969548497;43.6169693314126;39.9054035298391;37.8041253620075;45.6676832033935;49.2297021039688;..
India;IND;Tax revenue (% of GDP);9.57081708035957;10.080931526437;11.1293370538995;12.1083469903408;10.9771721521427;9.80972540646508;10.388039790504;10.1773871997259;10.8367717187352;11.0016256939392;9.98465419035275;10.5697090518643;11.1477384182822;11.3874439798997;12.0174277480559;..;..;..;..;..
India;IND;Rule of Law: Percentile Rank;55.769229888916;56.9377975463867;57.4162673950195;56.4593315124512;57.211540222168;54.9763031005859;53.554500579834;52.582160949707;53.051643371582;53.521125793457;55.769229888916;55.238094329834;52.3809509277344;52.8571434020996;53.3333320617676;51.4285697937012;52.3809509277344;50;55.1886787414551;..
Indonesia;IDN;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;19.58;..;..;36.06;..;..;48.86;..;..;..;51.76;..;..
Indonesia;IDN;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;19.21;..;..;37.46;..;..;51.35;..;..;..;52.3;..;..
Indonesia;IDN;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;21.62;..;..;36.32;..;..;49.5;..;..;..;50.95;..;..
Indonesia;IDN;Mobile cellular subscriptions (per 100 people);13.42692564;20.5021492;27.52533357;39.76307645;59.08224127;67.92102195;86.58861927;101.095073;112.6850884;123.6702315;127.0667453;130.8216306;147.24962;164.5351584;119.6084851;126.5946679;130.8110952;133.6505363;114.9005566;..
Indonesia;IDN;Fixed broadband subscriptions (per 100 people);0.037576582;0.047289147;0.083852096;0.331591447;0.412530998;0.773429726;0.934493797;1.107398768;1.192138067;1.283896245;1.326934066;1.537291951;1.996329718;2.350075606;3.322807092;3.814917355;4.311890507;4.536720085;4.879778824;..
Indonesia;IDN;Government Effectiveness: Percentile Rank;39.8009948730469;37.7450981140137;43.4146347045898;45.1456298828125;46.1165046691895;45.4545440673828;44.9760780334473;44.0758285522461;43.6018943786621;46.445499420166;51.4423065185547;42.8571434020996;50;53.3333320617676;59.0476188659668;59.523811340332;63.8095245361328;64.7619018554688;66.0377349853516;..
Indonesia;IDN;Trade (% of GDP);59.761294836691;63.9879358688635;56.6571268148867;54.8292499782075;58.5613996314603;45.5121213683604;46.7012738753565;50.1800131848331;49.5828982992627;48.6373726756821;48.0801755854063;41.9376402414825;37.4213418024754;39.3554970708712;43.0743089548747;37.6277775362938;32.9721754003528;40.1977512537367;45.3933054039775;..
Indonesia;IDN;Tax revenue (% of GDP);12.3307678952353;..;..;..;13.3106178269922;11.057786518801;10.5374850612964;11.1581278507445;11.3805899447921;11.2853014633987;10.8355237532905;10.7534877772096;10.3363487033276;9.8772930803788;10.230143021132;9.75196180827865;8.31010524192246;9.09404244081396;..;..
Indonesia;IDN;Rule of Law: Percentile Rank;28.8461532592773;26.3157901763916;29.1866035461426;28.7081336975098;30.2884616851807;32.7014236450195;30.8056869506836;31.9248828887939;33.8028182983398;36.6197166442871;44.711540222168;39.523811340332;40.9523811340332;40;41.9047622680664;40.9523811340332;40.476188659668;44.2857131958008;45.2830200195313;..
Italy;ITA;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;71.01;..;..;87.33;..;..;93.79;..;..;..;97.29;..;..
Italy;ITA;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;64.35;..;..;83.16;..;..;91.62;..;..;..;97.09;..;..
Italy;ITA;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;78.74;..;..;91.47;..;..;97.66;..;..;..;99.07;..;..
Italy;ITA;Mobile cellular subscriptions (per 100 people);108.4501955;122.8524954;137.6315822;152.7786988;152.5406123;151.1561311;156.5734737;159.9989834;161.4693276;160.6017791;149.0557814;145.5869288;142.9771615;139.776512;139.1884938;133.0713342;130.3870472;131.86107;132.971226;..
Italy;ITA;Fixed broadband subscriptions (per 100 people);8.165305958;11.72203528;14.54293361;17.22080199;19.03994764;20.28871826;21.89483714;22.52144206;22.86647053;23.23391171;23.84254197;24.73759277;25.88761593;27.64210412;28.65504153;29.25011534;30.46825309;31.54354812;33.84696473;..
Italy;ITA;Government Effectiveness: Percentile Rank;73.1343307495117;69.6078414916992;64.8780517578125;58.737865447998;62.6213607788086;66.9856491088867;67.464111328125;65.8767776489258;66.3507080078125;68.7203826904297;70.6730804443359;70.476188659668;71.9047622680664;69.0476226806641;67.6190490722656;68.5714263916016;65.2380981445313;64.2857131958008;66.9811325073242;..
Italy;ITA;Trade (% of GDP);47.4303303888471;49.3010107621318;53.1681791846237;55.061455631698;54.4928757988188;45.4187617874817;52.0061883742819;55.1455224600271;55.6547208446016;54.8675793967737;55.3221151506422;56.4181761616088;55.3676028142217;58.6041759472917;60.3035512426617;59.8789802234549;55.2657057698714;61.9058086986297;74.7768779022595;..
Italy;ITA;Tax revenue (% of GDP);22.2158492727837;21.9593096119247;23.3278211677977;23.7633479184746;23.4899640312502;23.7429449463464;23.680622988167;23.6475892912704;24.9468297858102;25.1389039339171;24.8410721949095;24.739527170909;25.0703095459877;24.683679444024;24.2381807022638;24.5767049036025;24.75897820411;24.9271199819793;..;..
Italy;ITA;Rule of Law: Percentile Rank;68.2692337036133;64.5932998657227;61.7224884033203;63.6363639831543;62.5;62.5592422485352;63.9810409545898;64.3192520141602;64.3192520141602;63.8497657775879;67.788459777832;63.3333320617676;62.8571434020996;62.3809509277344;60;60.476188659668;57.6190490722656;58.0952377319336;58.4905662536621;..
Japan;JPN;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;96.42;..;..;96.65;..;..;98.24;..;..;..;98.49;..;..
Japan;JPN;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;96.84;..;..;97.02;..;..;98.06;..;..;..;98.84;..;..
Japan;JPN;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;97.95;..;..;98.45;..;..;99.24;..;..;..;99.46;..;..
Japan;JPN;Mobile cellular subscriptions (per 100 people);71.64805919;75.49704878;78.04871672;83.854384;86.1938134;90.7727623;96.23879646;103.7137488;110.3834252;115.827725;123.8316866;126.1756831;131.3864746;136.4176676;142.4668807;148.2722187;155.7389638;160.8817412;167.5231573;..
Japan;JPN;Fixed broadband subscriptions (per 100 people);15.31835882;18.23270864;20.67116423;22.11061107;23.51517458;25.65092238;26.62008764;27.88608618;28.2607452;28.91522645;29.64378481;30.5479717;31.34449699;32.00037498;32.86682379;33.78799802;35.13184156;35.01207062;35.96141955;..
Japan;JPN;Government Effectiveness: Percentile Rank;89.0547256469727;85.7843170166016;91.7073135375977;88.8349533081055;88.3495178222656;88.5167465209961;90.9090881347656;89.5734634399414;88.6255950927734;93.3649291992188;96.6346130371094;96.1904754638672;95.2380981445313;92.3809509277344;93.8095245361328;92.8571395874023;92.3809509277344;89.0476226806641;96.2264175415039;..
Japan;JPN;Trade (% of GDP);23.6643534228975;26.2299545778565;30.0163760986692;32.816578051879;34.1294765412245;24.3901665338555;28.4984726938389;30.1949607286296;30.4709109171752;33.9787686509511;37.4314345686579;35.4274083544798;31.3102468455884;34.4232135721686;36.609931802107;35.2164181084145;31.3257931242986;36.7714832870467;46.8437321391913;..
Japan;JPN;Tax revenue (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Japan;JPN;Rule of Law: Percentile Rank;88.461540222168;88.0382766723633;89.9521560668945;89.4736862182617;88.9423065185547;88.1516571044922;88.1516571044922;87.7934265136719;88.2629089355469;89.6713638305664;89.4230804443359;88.5714263916016;88.0952377319336;89.0476226806641;89.523811340332;89.523811340332;90.476188659668;90.9523773193359;92.4528274536133;..
Korea, Rep.;KOR;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;93.05;..;..;94.36;..;..;94.85;..;..;..;98.67;..;..
Korea, Rep.;KOR;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;93.11;..;..;93.38;..;..;94.69;..;..;..;98.68;..;..
Korea, Rep.;KOR;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;96.37;..;..;96.94;..;..;96.49;..;..;..;98.68;..;..
Korea, Rep.;KOR;Mobile cellular subscriptions (per 100 people);76.65647019;80.06403189;83.65798395;92.01288263;94.23198088;98.67498817;104.0034362;106.7865025;108.0393019;109.1472515;113.3160079;115.5716703;119.46123;123.581176;128.4051056;132.9873505;136.0094467;140.5658819;148.5880603;..
Korea, Rep.;KOR;Fixed broadband subscriptions (per 100 people);24.97824672;25.45587742;29.22557512;30.50562974;31.97390562;33.64732981;35.22474998;36.32207914;36.77437436;37.40154966;37.974045;39.26787766;40.06176069;41.14782372;41.19027651;42.00815075;43.06551356;44.26819693;45.42500252;..
Korea, Rep.;KOR;Government Effectiveness: Percentile Rank;77.6119384765625;77.9411773681641;80.4878082275391;84.9514541625977;79.6116485595703;81.339714050293;82.7751159667969;83.4123229980469;81.9905242919922;79.620849609375;82.211540222168;79.523811340332;80;80.9523773193359;82.8571395874023;87.6190490722656;89.0476226806641;90;90.0943374633789;..
Korea, Rep.;KOR;Trade (% of GDP);70.0157148656729;68.3248110236401;70.6518735304194;73.8745252877915;95.5163524347469;86.133619369747;91.3995964951756;105.566313581348;105.458327737701;97.9521049538882;90.6144418981567;79.132494389092;73.6038094655981;77.1209178066416;78.9888655134363;75.757138965219;69.0340450909562;80.1994569268269;96.5364092886865;..
Korea, Rep.;KOR;Tax revenue (% of GDP);12.9668278295344;13.3130704357982;13.7275352115127;14.8173827033418;14.495199990643;13.6509644478519;13.4369302936494;13.8509676319419;14.0775914974355;13.6306234375615;13.2411616632556;13.1581443398916;13.981952981677;14.4938185341627;15.5363837327673;15.1995665314457;14.8612576736336;16.7347339402527;..;..
Korea, Rep.;KOR;Rule of Law: Percentile Rank;79.3269195556641;82.2966537475586;73.684211730957;82.7751159667969;77.8846130371094;81.9905242919922;82.4644546508789;81.6901397705078;79.8122100830078;78.4037551879883;81.25;79.0476226806641;85.2380981445313;84.7619018554688;85.2380981445313;84.7619018554688;84.7619018554688;83.8095245361328;84.9056625366211;..
Mexico;MEX;Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+);..;..;..;..;..;..;..;27.43;..;..;39.14;..;..;36.93;..;..;..;..;48.97;..
Mexico;MEX;Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+);..;..;..;..;..;..;..;21.97;..;..;38.9;..;..;33.29;..;..;..;..;42.3;..
Mexico;MEX;Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+);..;..;..;..;..;..;..;27.02;..;..;41.68;..;..;38.33;..;..;..;..;48.66;..
